title,location,postedOn,url
System Software Engineer - Embedded and Automotive (RDSS Intern),"Taiwan, Taipei",Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer---Embedded-and-Automotive--RDSS-Intern-_JR1989996
Senior Customer Technical Program Manager,"Taiwan, Taipei",Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Senior-Customer-Technical-Program-Manager_JR1989372
Principal Data Scientist - Cloud Gaming and AI,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Principal-Data-Scientist---Cloud-Gaming-and-AI_JR1989780-1
Senior Software Aerial Performance Engineer,"India, Bengaluru",Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-System-Software-Engineer--Performance-and-Optimization---5G_JR1987226
Senior Technical Customer Program Manager,"US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Customer-Program-Manager_JR1989373
"Senior DevOps Engineer, Deep Learning Frameworks","US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-DevOps-Engineer--Deep-Learning-Frameworks_JR1981494
Senior Software Engineer - GPU Clusters,4 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---GPU-Clusters_JR1989687
Senior Account Manager - Federal Healthcare,4 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-DC-Washington/Senior-Account-Manager---Federal-Healthcare_JR1989883
"PhD Research Intern, Generative AI - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Generative-AI---2025_JR1989930
Machine Learning Software Platform Architect,"China, Shanghai",Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Machine-Learning-Software-Platform-Architect_JR1978458
Senior GPU Cluster Software Engineer,"China, Shanghai",Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Senior-GPU-Cluster-Software-Engineer_JR1982963
Senior ASIC Verification Engineer,4 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-ASIC-Verification-Engineer_JR1984195
CUDA Python Technical Product Manager,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/CUDA-Python-Technical-Product-Manager_JR1990088
"Machine Learning Engineer, LLM Fine-tuning and Performance","US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Machine-Learning-Engineer--LLM-Fine-tuning-and-Performance_JR1990034
"System Software Engineer, LLM Inference and Performance Optimization","US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer--LLM-Inference-and-Performance-Optimization_JR1990066
"Senior Solution Engineer, vGPU and Omniverse",6 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solution-Engineer--vGPU-and-Omniverse_JR1989843
Senior Hypervisor and RTOS Engineer,"US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Hypervisor-and-RTOS-Engineer_JR1989897
"PhD Research Intern, Large Language Models - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Large-Language-Models---2025_JR1989932
"PhD Research Intern, Computer Architecture and Systems - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Computer-Architecture-and-Systems---2025_JR1989938-1
"PhD Research Intern, Hardware - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Hardware---2025_JR1989939
"PhD Research Intern, Robotics and/or Autonomous Vehicles - 2025",3 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Robotics-and-or-Autonomous-Vehicles---2025_JR1989940-1
Senior Deep Learning Algorithm Engineer - Agentic LLM Inference,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Deep-Learning-Algorithm-Engineer---Agentic-LLM-Inference_JR1985783-1
"Senior Software Engineer for Cloud Platforms, Deep Learning Applications",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Cloud-Software-Engineer--Deep-Learning-Applications_JR1986909
Solution Architect - Auto,2 Locations,Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Solution-Architect---Auto_JR1983684
"Software Engineer Intern, Autonomous Vehicle - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shenzhen/Software-Engineer-Intern--Autonomous-Vehicle---2025_JR1989724-1
Lead Character Artist,2 Locations,Posted 10 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Korea-Seoul/Lead-Character-Artist_JR1989734
NIM Solution Architect,"China, Guangzhou",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Guangzhou/NIM-Solution-Architect_JR1986683
Senior Web Software Engineer - Autonomous Vehicles,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shenzhen/Senior-Web-Software-Engineer---Autonomous-Vehicles_JR1989633
System Software Engineer Intern - Autonomous Vehicles - 2025,"China, Shanghai",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/System-Software-Engineer-Intern---Autonomous-Vehicles---2025_JR1989720
Senior System Software Engineer - Autonomous Vehicles,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shenzhen/Senior-System-Software-Engineer---Autonomous-Vehicles_JR1989351
"Software Engineering Intern, Map Infrastructure - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Software-Engineering-Intern--Map-Infrastructure---2025_JR1989904
Infrastructure Tool Development Intern - 2025,"China, Shanghai",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Infrastructure-Tool-Development-Intern---2025_JR1989730
Senior System Software Engineer - Scientific Computing PaaS,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Software-Engineer---Scientific-Computing-PaaS_JR1979896
Deep Learning Intern - 2025,"China, Shanghai",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Deep-Learning-Intern---2025_JR1989732
Principal Platform Software Engineer - OpenBMC Platform Architect,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Principal-Platform-Software-Engineer---Platform-Architect_JR1968239
AI Algorithms Software Engineer (RDSS Intern),2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Hsinchu/AI-Algorithms-Software-Engineer--RDSS-Intern-_JR1989914-1
"Senior Solutions Architect, Networking Technology",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Senior-Solutions-Architect--Networking-Technology_JR1989502
Storage R&D Software Engineer,"Israel, Raanana",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Storage-R-D-Software-Engineer_JR1985141-1
Senior System Software Engineer - PCIE,2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Hyderabad/Senior-System-Software-Engineer---PCIE_JR1989874
Senior GPU Low Power Architect,"US, CA, Santa Clara",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-GPU-Low-Power-Architect_JR1989782
Senior Software Engineer - Cloud Efficiency,"US, CA, Santa Clara",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---Cloud-Efficiency_JR1983559
Senior ASIC Power Engineer,3 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-ASIC-Power-Engineer_JR1983307
Senior Software Engineer - HPC,4 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---HPC_JR1979406-1
"Distinguished Engineer, AI Resiliency Lead",2 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Distinguished-Engineer--AI-Resiliency-Lead_JR1983984
Senior ASIC Design Engineer,"US, CA, Santa Clara",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-ASIC-Design-Engineer_JR1983620
Senior Site Reliability Engineer,4 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Site-Reliability-Engineer_JR1990017-1
Senior SONiC Python Engineer,"Israel, Raanana",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-SONiC-Software-Verification-Engineer_JR1984897
Software Advanced Developer,"US, WA, Redmond",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Redmond/Software-Advanced-Developer_JR1989159
Manufacturing Architect,"US, CA, Santa Clara",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Lead-Manufacturing-Quality-Engineer_JR1987168
Memory System Quality Architect,2 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-System-Quality-Architect---Power--Thermal-and-Packaging_JR1988224
Interactive Avatar Intern - 2025,"Switzerland, Zurich",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Switzerland-Zurich/Interactive-Avatar-Intern---2025_JR1989905-1
Server Firmware Developer (RDSS Intern),"Taiwan, Taipei",Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Server-Firmware-Developer--RDSS-Intern-_JR1989649
"Software Engineering Intern, Drive Sim - 2025",2 Locations,Posted 11 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Software-Engineering-Intern--Drive-Sim---2025_JR1989639-1
"System Engineer Intern, Autonomous Vehicles - 2025","China, Shanghai",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/System-Engineer-Intern--Autonomous-Vehicles---2025_JR1989654
"Senior Software Engineer - Computer Vision, Graphics and Deep Learning","US, CA, Santa Clara",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---Computer-Vision--Graphics-and-Deep-Learning_JR1989943-1
"Technical Support Engineer, Linux and HPC Admin","US, CA, Santa Clara",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Technical-Support-Engineer--Linux-and-HPC-Admin_JR1989846
Senior Physical Design Backend Engineer,3 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Physical-Design-Backend-Engineer_JR1989434
Senior DevOps Engineer,2 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-DevOps-Engineer_JR1985054
Director of Server Simulation,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Director-of-Server-Simulation_JR1980335-1
Senior Site Reliability Engineer - DGX Cloud,3 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Site-Reliability-Engineer---DGX-Cloud_JR1989172
Mixed Signal Design Engineer (RDSS intern),2 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Hsinchu/Mixed-Signal-Design-Engineer--RDSS-intern-_JR1989707
CAD Tools Development Engineer - Hardware (RDSS Intern),"Taiwan, Taipei",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/CAD-Tools-Development-Engineer---Hardware--RDSS-Intern-_JR1989641
Silicon Validation Engineer (RDSS Intern),"Taiwan, Taipei",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Silicon-Validation-Engineer--RDSS-Intern-_JR1989653
Hardware Farm Engineer,"India, Bengaluru",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Hardware-Farm-Engineer_JR1989674
Mixed Signal Circuit Design Intern - 2025,"Taiwan, Hsinchu",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Hsinchu/Mixed-Signal-Circuit-Design-Intern---2025_JR1989795
Senior Technical Program Manager,3 Locations,Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Pune/Senior-Technical-Program-Manager_JR1989804
"AI Computing Software Development Engineer, TensorRT","China, Shanghai",Posted 12 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/AI-Computing-Software-Development-Engineer--TensorRT_JR1977936
Product Marketing Manager - Inference Optimization Software,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Product-Marketing-Manager---TensorRT-LLM_JR1988694
Senior Software Architect - Deep Learning and HPC Communications,6 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Architect---Deep-Learning-and-HPC-Communications_JR1986492
EDA Infrastructure Engineer,4 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-NC-Durham/EDA-Infrastructure-Engineer_JR1989663
"Research Scientist, Autonomous Vehicles - New College Grad 2025",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--Autonomous-Vehicles---New-College-Grad-2025_JR1989835
Senior CDC and STA Engineer,2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-MA-Westford/Senior-CDC-and-STA-Engineer_JR1989442
Senior Power Engineer,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Power-Engineer_JR1989801
"PhD Research Intern, Computer Vision and Deep Learning - 2025",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Computer-Vision-and-Deep-Learning---2025_JR1989933
"PhD Research Intern, Graphics - 2025",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/PhD-Research-Intern--Graphics---2025_JR1989934-1
Senior Software Engineer - DOCA,3 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---DOCA_JR1977626
Senior Firmware Engineer – GPU Networking,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Firmware-Engineer---GPU-Networking_JR1984988-1
Senior Electrical Product Engineer - Datacenter,"Mexico, Remote",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Mexico-Remote/Senior-Electrical-Product-Engineer---Datacenter_JR1988342
Senior Hardware Validation Engineer,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Hardware-Validation-Engineer_JR1983084-1
Product Development Engineer - HBM,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Product-Development-Engineer---HBM_JR1989616
Senior Buyer,"US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Buyer_JR1989461
"Software Manager, HW Simulation","Israel, Tel Aviv",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Manager--Software-Engineering_JR1984886
IC Test Program Validation and Verification Engineer,"Israel, Yokneam",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/IC-Test-Program-Validation-and-Verification-Engineer_JR1989426
"Senior Deep Learning Software Engineer, Algorithmic Model Optimization",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Deep-Learning-Software-Engineer--Algorithmic-Model-Optimization_JR1969684
Senior IC Failure Analysis Engineer,"Israel, Yokneam",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-IC-Failure-Analysis-Engineer_JR1989011
"Senior Safety Architect, Drive Platforms - Autonomous Vehicles",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Safety-Architect--Drive-Platforms---Autonomous-Vehicles_JR1986354
SONiC Software Automation Engineer,"Israel, Raanana",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/SONiC-Software-Automation-Engineer_JR1988024
Senior System Software Performance Automation Engineer,2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-System-Software-Performance-Verification-Engineer_JR1984899
"Senior Deep Learning Scientist, Conversational AI","US, CA, Santa Clara",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Deep-Learning-Scientist--Conversational-AI_JR1977912
Silicon Solution Intern - 2025,"China, Shanghai",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Silicon-Solution-Intern---2025_JR1989658-1
VLSI Physical Design CAD Intern - 2025,2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/VLSI-Physical-Design-CAD-Intern---2025_JR1989409
"Solutions Architect, Networking Technology",3 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Solutions-Architect--Networking-Technology_JR1989510
"Senior Solutions Architect, NIC and DPU – NVIS",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Korea-Remote/Senior-Solutions-Architect--NIC-and-DPU---NVIS_JR1989562
System Software Architecture Researcher- PhD Program,"Denmark, Roskilde",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Denmark-Roskilde/System-Software-Architecture-Researcher--PhD-Program_JR1987969
Vehicle Function Adaptation and Testing Engineer,"Germany, Stuttgart",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Germany-Stuttgart/Senior-Software-Engineer---Autonomous-Vehicles_JR1988387
"Senior Solution Architect, HPC and AI - NVIS",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Korea-Remote/Senior-Solution-Architect--HPC-and-AI---NVIS_JR1989558
"Senior Solutions Architect, Industry Customer Success and Partnership – NVIS",2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Korea-Remote/Senior-Solutions-Architect--Industry-Customer-Success-and-Partnership---NVIS_JR1989564
Software QA Test Developer - Automotive,"India, Hyderabad",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Hyderabad/Software-QA-Test-Developer---Automotive_JR1988392
Factory Planner,"Vietnam, Remote",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Vietnam-Remote/Factory-Planner_JR1988862
"Senior System Software Engineer, Cloud Software and Infrastructure","China, Shanghai",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Senior-System-Software-Engineer--Cloud-Software-and-Infrastructure_JR1988765
"Deep-Learning Software Engineer, Performance Optimization","Japan, Tokyo",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Japan-Tokyo/Deep-Learning-Software-Engineer--Performance-Optimization_JR1989446
Deep Learning Performance Architect,"China, Shanghai",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Deep-Learning-Performance-Architect_JR1989400
AI Developer Technology Engineer Intern - 2025,"China, Beijing",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/AI-Developer-Technology-Engineer-Intern---2025_JR1989499-1
"Software Engineer Intern, Cybersecurity and OTA - 2025","China, Shanghai",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Software-Engineer-Intern--Cybersecurity-and-OTA---2025_JR1989519
Software QA Engineer Intern - 2025,"China, Shanghai",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Software-QA-Engineer-Intern---2025_JR1989503
Solution Architect - CSP Cloud,2 Locations,Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Solution-Architect---CSP-Cloud_JR1988547
"Senior Solutions Architect, CSP System","China, Beijing",Posted 13 Days Ago,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Senior-Solutions-Architect--CSP-System_JR1988507-1